unique_id,primary,size,study_type,status,primary_sponsor,leading_institution,registration_date,start_date,end_date,results_submitted,publication_found,source,has_g_scholar_results,primary_sponsor_simple,leading_institution_simple
a28aab85,NCT01734096,78,interventional,Completed,PD Dr. Grégoire Wuerzner,Centre Hospitalier Universitaire Vaudois,2012-11-26,2009-05-01,2013-04-01,TRUE,TRUE,NCT,TRUE,NA,Unispital Lausanne
d4b26890,NCT01736475,159,interventional,Completed,Baxalta now part of Shire,Baxter Innovations GmbH,2012-11-26,2013-01-01,2014-07-01,TRUE,TRUE,NCT,TRUE,Shire,NA
b5947388,NCT01737294,429,observational,Completed,Astellas Pharma Europe Ltd.,Astellas Pharma Europe Ltd.,2012-11-27,2012-02-01,2014-08-01,FALSE,TRUE,NCT,TRUE,Astellas,Astellas
ee88a157,NCT01737515,1415,observational,Completed,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,"Colorectal Surgery Unit, Cliniques universitaires Saint-Luc",2012-11-27,2008-11-01,2009-12-01,FALSE,FALSE,NCT,TRUE,NA,NA
5613881d,NCT01737788,309,interventional,Terminated,Niels Jørgen Secher,"Department of Obstetrics and Gynecology, Hvidovre University Hospital, Denmark",2012-11-29,2006-08-01,2011-08-01,TRUE,TRUE,NCT,TRUE,NA,NA
d9e03b1e,NCT01739179,120,observational,Completed,"University Hospital Inselspital, Berne",Department of Neurosurgery,2012-11-27,2007-03-01,2012-02-01,FALSE,TRUE,NCT,TRUE,Inselspital Bern,NA
2b4f6f99,NCT01739816,450,interventional,Completed,Kurt Hersberger,University of Basel,2012-11-27,2012-06-01,2014-02-01,FALSE,TRUE,NCT,TRUE,NA,Universität Basel
953a70c6,NCT01740999,49,interventional,Terminated,Schulthess Klinik,NA,2012-11-30,2012-06-01,2015-12-01,TRUE,FALSE,NCT,FALSE,Schulthess Klinik,NA
8d91d39b,NCT01742052,415,interventional,Completed,Mitsubishi Tanabe Pharma Corporation,NA,2012-12-02,2013-01-01,2014-07-01,FALSE,TRUE,NCT,TRUE,NA,NA
4e18374b,NCT01742455,30,observational,Completed,"University Hospital Inselspital, Berne","University Hospital Inselspital, Berne",2012-12-03,2010-02-01,2013-01-01,FALSE,TRUE,NCT,TRUE,Inselspital Bern,Inselspital Bern
f5ad2723,NCT01744704,74,interventional,Completed,Dompé Farmaceutici S.p.A,Covance Basel Research Unit AG - Lettenweg 118 - CH - 4123 Allschwil / Switzerland,2012-12-06,2012-07-01,2013-02-01,TRUE,TRUE,NCT,TRUE,NA,NA
466bd4c6,NCT01744990,130,interventional,Completed,"University Hospital, Geneva","University Hospital, Geneva",2012-12-06,2012-10-01,2016-12-01,FALSE,FALSE,NCT,TRUE,Unispital Genf,Unispital Genf
5d2b087e,NCT01745029,20,observational,Unknown,University of Aarhus,NA,2012-12-06,2013-04-01,2014-04-01,FALSE,FALSE,NCT,FALSE,NA,NA
46892c2c,NCT01745874,20,observational,Unknown,University of Lausanne Hospitals,University of Lausanne Hospitals,2012-12-07,2012-10-01,2013-10-01,FALSE,FALSE,NCT,FALSE,Unispital Lausanne,Unispital Lausanne
f7f6d9b6,NCT01746225,258,interventional,Ongoing,International Breast Cancer Study Group,"Division of Medical Oncology, E.O. Galliera, Genoa, Italy",2012-12-07,2013-04-01,2016-05-01,TRUE,TRUE,NCT,TRUE,NA,NA
22f250cd,NCT01748019,62,interventional,Completed,sigma-tau i.f.r. S.p.A.,"Kantonsspital St. Gallen, 9700 St. Gallen - Switzerland",2012-12-10,2007-06-01,2011-06-01,FALSE,FALSE,NCT,TRUE,NA,Kantonsspital St.Gallen
66802b81,NCT01748474,20,interventional,Completed,University of Zurich,"University Hospital Zurich, Division of Pneumology",2012-12-11,2012-12-01,2016-03-01,FALSE,TRUE,NCT,TRUE,Universität Zürich,Unispital Zürich
b85216be,NCT01751022,1202,interventional,Completed,Medtronic Cardiac Rhythm and Heart Failure,NA,2012-12-13,2012-12-01,2015-02-01,TRUE,FALSE,NCT,TRUE,Medtronic,NA
61c8e1cd,NCT01752153,25,interventional,Completed,Shiraz University of Medical Sciences,Shiraz University of Medical Sciences,2012-12-18,2012-06-01,2012-09-01,FALSE,FALSE,NCT,TRUE,NA,NA
fbc83c39,NCT01752361,20,observational,Unknown,University of Aarhus,Aarhus University Hospital,2012-12-14,2013-04-01,2014-04-01,FALSE,FALSE,NCT,FALSE,NA,NA
c30d02eb,NCT01753011,123,observational,Completed,"Cantonal Hospital, Frauenfeld","Cantonal Hospital, Frauenfeld",2012-12-17,2007-05-01,2009-05-01,FALSE,FALSE,NCT,FALSE,Kantonsspital Frauenfeld,Kantonsspital Frauenfeld
96c16e67,NCT01753596,0,interventional,Terminated,Medical University of Vienna,NA,2012-12-17,2014-12-01,2014-12-01,FALSE,FALSE,NCT,FALSE,NA,NA
836a8570,NCT01755143,266,interventional,Completed,Medtronic Cardiac Rhythm and Heart Failure,NA,2012-12-18,2012-12-01,2013-10-01,TRUE,FALSE,NCT,TRUE,Medtronic,NA
44d4b10e,NCT01758562,72,interventional,Completed,University of Zurich,"University Hospital Zurich, Centre of Clinical Nursing Science",2012-12-24,2013-01-01,2014-08-01,FALSE,FALSE,NCT,FALSE,Universität Zürich,Unispital Zürich
8b300ca5,NCT01759095,11,interventional,Terminated,Kurt Hersberger,University of Basel,2012-12-23,2013-01-01,2014-12-01,TRUE,FALSE,NCT,TRUE,NA,Universität Basel
f0322855,NCT01761071,94,interventional,Completed,Yonsei University,NA,2013-01-02,2012-01-01,2012-11-01,FALSE,FALSE,NCT,FALSE,NA,NA
0a0fbd52,NCT01763164,402,interventional,Ongoing,Array BioPharma,303-381-6604,2013-01-04,2013-07-01,2015-12-01,FALSE,TRUE,NCT,TRUE,Array BioPharma,NA
a4762183,NCT01763645,138,interventional,Completed,Biocad,NA,2013-01-07,2012-10-01,2014-11-01,TRUE,FALSE,NCT,TRUE,NA,NA
93850253,NCT01763866,2067,interventional,Completed,Amgen,Amgen,2013-01-08,2013-01-15,2013-11-12,TRUE,TRUE,NCT,TRUE,Amgen,Amgen
8e8d723a,NCT01763905,307,interventional,Completed,Amgen,Amgen,2013-01-08,2013-01-24,2013-11-19,TRUE,TRUE,NCT,TRUE,Amgen,Amgen
96dc6a3e,NCT01763918,331,interventional,Completed,Amgen,Amgen,2013-01-08,2013-02-07,2013-11-27,TRUE,TRUE,NCT,TRUE,Amgen,Amgen
704a079e,NCT01764022,225,interventional,Completed,Biocad,"Vice-president, R&D",2013-01-08,2012-10-01,2015-03-01,TRUE,FALSE,NCT,TRUE,NA,NA
5d4624b1,NCT01764633,27564,interventional,Completed,Amgen,Amgen,2013-01-08,2013-02-08,2016-11-11,TRUE,TRUE,NCT,TRUE,Amgen,Amgen
6adb0c19,NCT01764815,13,interventional,Completed,Aleva Neurotherapeutics SA,"Inselspital, Bern University Hospital",2013-01-08,2012-12-01,2013-11-01,FALSE,FALSE,NCT,FALSE,NA,Inselspital Bern
00301c96,NCT01764880,19,interventional,Completed,Sigma Tau Research Switzerland SA,"USC Ematologia, Azienda Ospedaliera Papa Giovanni XXIII, Bergamo, Italy",2013-01-08,2012-11-01,2016-11-01,FALSE,FALSE,NCT,TRUE,NA,NA
3d319dd0,NCT01765114,8,interventional,Terminated,Devirex AG,University of Zurich,2013-01-08,2013-02-01,2014-08-01,TRUE,FALSE,NCT,FALSE,NA,Universität Zürich
539c4577,NCT01765361,16,observational,Completed,"University Hospital, Basel, Switzerland","University Hospital, Basel, Switzerland",2013-01-08,2012-09-01,2015-01-01,FALSE,FALSE,NCT,TRUE,Unispital Basel,Unispital Basel
f5e82ca2,NCT01767168,200,observational,Completed,"University Hospital, Geneva","Dept of Anesthesiology, HUG",2013-01-10,2011-05-01,2015-04-01,FALSE,FALSE,NCT,TRUE,Unispital Genf,NA
12525809,NCT01768494,7e3,observational,Completed,"University Hospital, Basel, Switzerland","Medical University Clinic, Kantonsspital Aarau, Switzerland",2013-01-09,2013-03-01,2014-10-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,Kantonsspital Aarau
168c3949,NCT01768910,96,interventional,Unknown,University of Zurich,"Neuro-Urology, Spinal Cord Injury Center & Research, University of Zurich, Balgrist University Hospital, Forchstrasse 340, 8008 Zurich, Switzerland",2013-01-14,2011-12-01,2014-12-01,FALSE,TRUE,NCT,TRUE,Universität Zürich,Unispital Zürich
239dbfa7,NCT01769014,100,observational,Unknown,Psychiatrische Dienste Graubuenden,NA,2013-01-15,2013-01-01,2013-04-01,FALSE,FALSE,NCT,FALSE,NA,NA
b233fb05,NCT01769196,544,interventional,Terminated,Gilead Sciences,Gilead Sciences,2013-01-14,2013-01-31,2016-02-23,TRUE,TRUE,NCT,TRUE,Gilead Sciences,Gilead Sciences
435ea095,NCT01770951,30,observational,Completed,Alexion Pharmaceuticals,NA,2013-01-16,2009-08-01,2010-11-01,FALSE,FALSE,NCT,FALSE,NA,NA
c383b38e,NCT01771016,729,observational,Completed,"University Hospital, Basel, Switzerland","Dept Pharmaceutical Sciences, University Basel",2013-01-15,2006-01-01,2008-12-01,FALSE,FALSE,NCT,FALSE,Unispital Basel,Universität Basel
9da0697e,NCT01771029,150,observational,Completed,Philipp Schuetz,Kantonsspital Aarau,2013-01-15,2013-02-01,2014-06-01,FALSE,FALSE,NCT,TRUE,NA,Kantonsspital Aarau
2ee2bf88,NCT01771445,18,interventional,Completed,Marc Y.Donath,University of Basel,2013-01-15,2011-12-01,2013-10-01,FALSE,TRUE,NCT,TRUE,NA,Universität Basel
e6e82bf7,NCT01771588,186,interventional,Completed,Nestlé,NA,2013-01-16,2011-04-01,2015-03-01,FALSE,TRUE,NCT,TRUE,Nestlé,NA
fb4c51ab,NCT01771601,24,observational,Completed,"Rigshospitalet, Denmark",NA,2013-01-16,2013-01-01,2013-07-01,FALSE,FALSE,NCT,FALSE,NA,NA
3e1165d6,NCT01771744,96,observational,Completed,"University Hospital, Basel, Switzerland",NA,2013-01-16,2000-01-01,2010-12-01,FALSE,FALSE,NCT,FALSE,Unispital Basel,NA
6d5b6a20,NCT01771757,24,observational,Completed,"University Hospital, Basel, Switzerland","University of Basel, Dept. of Ophthalmology",2013-01-16,2011-12-01,2014-05-01,FALSE,FALSE,NCT,FALSE,Unispital Basel,Universität Basel
b8af2e80,NCT01771770,40,observational,Completed,"University Hospital, Basel, Switzerland","University of Basel, Dept. of Ophthalmology",2013-01-16,2011-12-01,2013-06-01,FALSE,FALSE,NCT,FALSE,Unispital Basel,Universität Basel
fd86a758,NCT01771783,12,interventional,Completed,"University Hospital, Basel, Switzerland","Clinical Pharmacology, University Hospital Basel",2013-01-16,2012-11-01,2013-04-01,FALSE,FALSE,NCT,FALSE,Unispital Basel,Unispital Basel
a222395a,NCT01771835,20,observational,Completed,"University Hospital, Basel, Switzerland","University of Basel, Dept. of Ophthalmology",2013-01-16,2011-08-01,2012-09-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,Universität Basel
74c71905,NCT01771874,16,interventional,Completed,"University Hospital, Basel, Switzerland","University Hospital, Basel, Switzerland",2013-01-16,2013-01-01,2013-05-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,Unispital Basel
48a325a2,NCT01772108,42,interventional,Terminated,Abbott Medical Devices,"Military Hospital, Medical University, Wroclaw, Poland",2013-01-17,2013-04-01,2014-12-01,TRUE,FALSE,NCT,TRUE,Abbott,NA
d0f7190e,NCT01772784,24,interventional,Completed,Nestlé,"University Hospital, Bern, Switzerland",2013-01-17,2012-06-01,2012-11-01,FALSE,TRUE,NCT,TRUE,Nestlé,Inselspital Bern
0aa32b09,NCT01772914,30,observational,Completed,"University Hospital, Basel, Switzerland",NA,2013-01-17,2013-02-01,2013-06-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,NA
2774c34e,NCT01773213,40,interventional,Completed,Balgrist University Hospital,NA,2013-01-18,2012-12-01,2013-03-01,FALSE,FALSE,NCT,TRUE,Unispital Balgrist,NA
39112253,NCT01773824,2900,interventional,Completed,"University Hospital, Basel, Switzerland","Basel Institute for Clinical Epidemiology and Biostatistics, University Hospital Basel",2013-01-18,2013-10-01,2015-12-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,Unispital Basel
c83118ce,NCT01774344,573,interventional,Ongoing,Bayer,Bayer,2013-01-23,2013-05-14,2016-02-29,TRUE,TRUE,NCT,TRUE,Bayer,Bayer
b60ffdce,NCT01774669,54,interventional,Completed,Reha Rheinfelden,"University and ETH Zurich, Institute for Neuroinformatics",2013-01-21,2013-01-01,2016-04-01,FALSE,TRUE,NCT,TRUE,NA,ETH Zürich
7f724bde,NCT01774786,780,interventional,Ongoing,Hoffmann-La Roche,Hoffmann-La Roche,2013-01-21,2013-06-10,2016-12-09,TRUE,TRUE,NCT,TRUE,Hoffmann-La Roche,Hoffmann-La Roche
fc817bda,NCT01775267,7,interventional,Terminated,University of Zurich,NA,2013-01-23,2012-11-01,2015-11-01,TRUE,FALSE,NCT,TRUE,Universität Zürich,NA
839bdc84,NCT01775280,0,interventional,Terminated,University of Zurich,"University Hospital Zurich, Division of Visceral and Transplant Surgery",2013-01-22,2012-10-01,2015-10-01,TRUE,FALSE,NCT,FALSE,Universität Zürich,Unispital Zürich
df363843,NCT01775657,176,interventional,Ongoing,Ottawa Hospital Research Institute,Ottawa Hospital Research Institute,2013-01-24,2013-01-01,2014-05-01,FALSE,TRUE,NCT,TRUE,NA,NA
c907b6ae,NCT01776983,100,observational,Completed,University of Zurich,"University Hospital Zurich, Department of Dermatology",2013-01-24,2008-09-01,2013-11-01,TRUE,TRUE,NCT,TRUE,Universität Zürich,Unispital Zürich
6f9261e3,NCT01777048,8,interventional,Terminated,"University Hospital, Basel, Switzerland",University of Basel,2013-01-23,2013-04-01,2015-05-01,TRUE,FALSE,NCT,FALSE,Unispital Basel,Universität Basel
20c9125b,NCT01777477,9,interventional,Completed,University of Zurich,"University Hospital Zurich, Department of Oncology",2013-01-23,2012-07-01,2015-05-01,FALSE,FALSE,NCT,FALSE,Universität Zürich,Unispital Zürich
ec637838,NCT01778816,52,observational,Completed,"University Hospital, Basel, Switzerland",NA,2013-01-25,2009-01-01,2009-07-01,FALSE,FALSE,NCT,FALSE,Unispital Basel,NA
67e466cc,NCT01779895,64,interventional,Completed,Nestlé,Nestlé Research Centre,2013-01-28,2012-12-01,2013-01-01,FALSE,FALSE,NCT,FALSE,Nestlé,Nestlé
40d92c71,NCT01780207,NA,interventional,Completed,"University Hospital Inselspital, Berne",NA,2013-01-29,NA,2014-05-01,FALSE,TRUE,NCT,TRUE,Inselspital Bern,NA
610a62b8,NCT01780506,872,interventional,Completed,Gilead Sciences,Gilead Sciences,2013-01-29,2012-12-26,2014-08-26,TRUE,TRUE,NCT,TRUE,Gilead Sciences,Gilead Sciences
1f9837f6,NCT01780935,671,interventional,Completed,Novartis Pharmaceuticals,Novartis Pharmaceuticals,2013-01-30,2013-06-03,2015-07-09,TRUE,FALSE,NCT,TRUE,Novartis,Novartis
d1b770f7,NCT01781247,190,interventional,Terminated,"University Hospital Inselspital, Berne",NA,2013-01-29,2013-01-01,2015-12-01,TRUE,TRUE,NCT,TRUE,Inselspital Bern,NA
3e0afdfe,NCT01781273,21,interventional,Completed,University of Lausanne,"CHUV, University of Lausanne",2013-01-29,2013-02-01,2013-04-01,FALSE,FALSE,NCT,TRUE,Universität Lausanne,Unispital Lausanne
3fd6ceb6,NCT01783977,143,interventional,Completed,National Institute of Allergy and Infectious Diseases (NIAID),CHUV,2013-02-01,2013-04-01,2014-09-01,FALSE,FALSE,NCT,TRUE,NA,Unispital Lausanne
207339d9,NCT01784055,126,observational,Completed,NeoChord,Leipzig University,2013-02-01,2013-03-01,2016-07-01,TRUE,FALSE,NCT,TRUE,NA,NA
28fa8edf,NCT01785407,25,interventional,Completed,Swiss Federal Institute of Technology,University of Zurich,2013-02-06,2013-02-01,2013-06-01,FALSE,TRUE,NCT,TRUE,ETH Zürich,Universität Zürich
7f076ec2,NCT01788033,22,interventional,Completed,University of Zurich,"University Hospital, Basel, Switzerland",2013-02-06,2009-09-01,2013-09-01,FALSE,FALSE,NCT,TRUE,Universität Zürich,Unispital Basel
f91fb620,NCT01788150,159,interventional,Ongoing,"Svelte Medical Systems, Inc.",Antwerp Cardiovascular Institute,2013-02-07,2013-01-01,2014-05-01,FALSE,TRUE,NCT,TRUE,NA,NA
f31f0141,NCT01790529,5e3,interventional,Completed,"University Hospital, Basel, Switzerland","University Hospital Basel, Basel 4031 Basel, Switzerland",2013-02-11,2013-02-01,2015-07-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,Unispital Basel
116ef617,NCT01792089,24,observational,Completed,University of Lausanne,NA,2013-02-13,2013-02-01,2014-02-01,FALSE,TRUE,NCT,TRUE,Universität Lausanne,NA
7d5185c9,NCT01794663,252,interventional,Completed,Opsona Therapeutics Ltd.,OpsonaTherapeutics Ltd.,2013-02-15,2012-10-01,2016-06-30,FALSE,FALSE,NCT,TRUE,NA,NA
6df937fd,NCT01795170,0,observational,Terminated,University of British Columbia,University of British Columbia,2013-02-18,2013-04-01,2016-11-01,TRUE,FALSE,NCT,FALSE,NA,NA
df73766f,NCT01795872,278,interventional,Completed,Bayer,Bayer,2013-02-20,2013-09-01,2014-04-01,FALSE,TRUE,NCT,TRUE,Bayer,Bayer
896c8fe1,NCT01796080,45,interventional,Completed,University of Zurich,"University Hospital Zurich, Division of Pneumology",2013-02-18,2012-10-01,2013-12-01,FALSE,FALSE,NCT,TRUE,Universität Zürich,Unispital Zürich
7e14eed5,NCT01796093,42,observational,Completed,"Cocco, Giuseppe, M.D.","Cardiologist, senior lecturer",2013-02-19,2008-04-01,2012-02-01,FALSE,TRUE,NCT,TRUE,NA,NA
859fe829,NCT01796132,500,interventional,Unknown,Centre Hospitalier Universitaire Vaudois,Centre Hospitalier Universitaire Vaudois (CHUV),2013-02-20,2012-08-01,2016-12-01,FALSE,FALSE,NCT,FALSE,Unispital Lausanne,Unispital Lausanne
c3340308,NCT01796587,423,observational,Completed,Wellspect HealthCare,NA,2013-02-20,2013-01-01,2015-03-01,FALSE,FALSE,NCT,FALSE,NA,NA
8ef50a97,NCT01797653,45,interventional,Completed,University of Zurich,"University Hospital Zurich, Division of Pneumology",2013-02-20,2013-02-01,2013-12-01,FALSE,TRUE,NCT,TRUE,Universität Zürich,Unispital Zürich
fa4d560f,NCT01797757,46,interventional,Completed,Nestlé,CHUV Centre Hospitalier Universitaire Vaudois,2013-02-21,2012-01-01,2012-09-01,FALSE,FALSE,NCT,TRUE,Nestlé,Unispital Lausanne
87c1f0f5,NCT01798043,50,interventional,Unknown,St. Jude Medical,Triemli Hospital,2013-02-21,2013-01-01,2016-07-01,FALSE,FALSE,NCT,FALSE,NA,Triemli Spital
7b976edc,NCT01799954,96,interventional,Completed,HIV Vaccine Trials Network,Centre Hospitalier Universitaire Vaudois Hospices (CHUV),2013-02-26,2012-08-01,2014-12-01,FALSE,TRUE,NCT,TRUE,NA,Unispital Lausanne
bb2978cd,NCT01801397,10,interventional,Unknown,University of Zurich,"University Hospital Zurich, Department of Psychiatry",2013-02-26,2014-03-01,2016-06-01,FALSE,FALSE,NCT,FALSE,Universität Zürich,Unispital Zürich
2b8e0fb3,NCT01802164,5,interventional,Terminated,"University Hospital Inselspital, Berne","Dep. of visceral and transplant surgery; Univesrity Hiospital, Berne",2013-02-27,2013-03-01,2015-04-01,TRUE,FALSE,NCT,FALSE,Inselspital Bern,NA
aa81d80b,NCT01802775,203,interventional,Completed,"Daiichi Sankyo, Inc.","Daiichi Sankyo, Inc.",2013-02-28,2013-02-06,2014-12-03,TRUE,TRUE,NCT,TRUE,Daiichi Sankyo,Daiichi Sankyo
fcbdcb95,NCT01803256,30,observational,Completed,University Children's Hospital Basel,University Children's Hospital Basel,2013-02-28,2013-04-01,2014-09-01,FALSE,TRUE,NCT,FALSE,Unispital Basel,Unispital Basel
b0dbb41d,NCT01803295,80,interventional,Completed,UroGen Pharma Ltd.,"Radboud University Nijmegen Medical Centre, Department of Urology Geert Grooteplein South 10 (659), Nijmegen",2013-02-28,2013-06-01,2016-07-01,FALSE,FALSE,NCT,TRUE,NA,NA
c1ececb2,NCT01803763,30,interventional,Completed,"University Hospital Inselspital, Berne","Department of Rheumatology, Clinical Immunology and Allergology, Bern University Hospital",2013-03-01,2012-09-01,2014-03-01,FALSE,FALSE,NCT,FALSE,Inselspital Bern,Inselspital Bern
f464caf7,NCT01804647,58,observational,Completed,GeNeuro Innovation SAS,NA,2013-03-04,2012-11-01,2015-02-01,FALSE,FALSE,NCT,FALSE,NA,NA
79a2b446,NCT01805050,6,observational,Completed,Schulthess Klinik,Upper Extremities Department,2013-03-04,2013-11-01,2014-03-01,FALSE,FALSE,NCT,FALSE,Schulthess Klinik,NA
dc68feab,NCT01805960,24,interventional,Terminated,"University Hospital, Basel, Switzerland","Cardiology, University Hospital Basel",2013-03-05,2013-06-01,2016-12-01,FALSE,FALSE,NCT,TRUE,Unispital Basel,Unispital Basel
5f874d82,NCT01806961,16,observational,Terminated,Spirig Pharma Ltd.,"University Clinic of Dermatology, Zurich",2013-03-06,2013-01-01,2013-06-01,TRUE,FALSE,NCT,FALSE,Spirig Pharma,NA
1cdb7234,NCT01807663,10,interventional,Terminated,Centre d'Investigation Clinique et Technologique 805,Cic it 805,2013-03-07,2012-11-01,2012-11-01,TRUE,FALSE,NCT,FALSE,NA,NA
8bda920e,NCT01807676,40,interventional,Completed,University of Zurich,"University Hospital Zurich, Division of Anaesthesiology",2013-03-07,2013-03-01,2014-02-01,FALSE,TRUE,NCT,TRUE,Universität Zürich,Unispital Zürich
107985cc,NCT01807962,46,interventional,Terminated,Stephane Genevay,"University Hospital, Geneva",2013-03-07,2011-11-01,2015-12-01,TRUE,FALSE,NCT,TRUE,NA,Unispital Genf
412979bc,NCT01808131,717,interventional,Completed,"Ardea Biosciences, Inc.","Ardea Biosciences, Inc.",2013-03-08,2013-02-01,2016-08-01,TRUE,TRUE,NCT,TRUE,Ardea Biosciences,Ardea Biosciences
c09a8800,NCT01808144,196,interventional,Completed,"Ardea Biosciences, Inc.","Ardea Biosciences, Inc.",2013-03-07,2013-03-01,2016-08-09,TRUE,TRUE,NCT,TRUE,Ardea Biosciences,Ardea Biosciences
afd8cad9,NCT01808274,34,interventional,Completed,Edwards Lifesciences,Inselspital Bern (Switzerland),2013-03-07,2013-02-01,2013-09-17,FALSE,FALSE,NCT,TRUE,NA,Inselspital Bern
8afe6e42,NCT01808599,112,interventional,Ongoing,International Extranodal Lymphoma Study Group (IELSG),IOSI Oncology Institute of Southern Switzerland,2013-03-08,2013-12-01,2016-03-01,FALSE,FALSE,NCT,FALSE,IELSG,NA
0e8257e9,NCT01808950,4,interventional,Terminated,Spirig Pharma Ltd.,Clinical Dermatolgy Zurich,2013-03-08,2013-02-01,2013-08-01,TRUE,FALSE,NCT,FALSE,Spirig Pharma,NA
1b7c7286,NCT01809665,174,observational,Completed,Biotronik SE & Co. KG,"Universitätsklinikum Würzburg, Medizinische Klinik und Poliklinik I, Oberdürrbacher Str. 6, 97080 Würzburg, Germany",2013-03-12,2013-06-01,2015-05-01,FALSE,FALSE,NCT,TRUE,Biotronik,NA
f0c563cd,NCT01810549,20,interventional,Completed,University of Zurich,Univesity Hospital Basel,2013-03-11,2013-03-01,2013-12-01,FALSE,FALSE,NCT,FALSE,Universität Zürich,Unispital Basel
fc030101,NCT01811745,142,interventional,Completed,"University Hospital, Geneva","Bone Diseases Bone Diseases Service, Department of Internal Medicine Specialties, University Hospitals and Faculty of Medicine of Geneva",2013-03-14,2013-02-01,2015-04-01,FALSE,FALSE,NCT,FALSE,Unispital Genf,Unispital Genf
7c66c244,NCT01811927,43,interventional,Terminated,Biotronik AG,University Hospital of Basel,2013-03-13,2013-03-01,2014-10-01,FALSE,FALSE,NCT,FALSE,Biotronik,Unispital Basel
80b1b7f8,NCT01812525,120,interventional,Completed,Raphaelle Jaquet-Pilloud,"Hôpital de l'Enfance, Lausanne, Switzerland",2013-03-14,2013-03-01,2016-04-01,FALSE,FALSE,NCT,FALSE,NA,NA
9333186d,NCT01813019,50,interventional,Terminated,Novartis Pharmaceuticals,Novartis Pharmaceuticals,2013-03-14,2013-11-01,2014-11-01,TRUE,TRUE,NCT,TRUE,Novartis,Novartis
e71217d7,NCT01813357,102,interventional,Unknown,Bayside Health,"Alfred health, Monash University",2013-03-14,2013-03-01,2015-01-01,FALSE,FALSE,NCT,TRUE,NA,NA
6b61581a,NCT01813422,970,interventional,Completed,Amgen,Amgen,2013-03-15,2013-04-18,2016-07-12,TRUE,TRUE,NCT,TRUE,Amgen,Amgen
7f5e127a,NCT01813435,16e3,interventional,Completed,ECRI bv,Erasmus Medical Center,2013-03-14,2013-07-01,2015-11-09,TRUE,TRUE,NCT,TRUE,NA,NA
83926fec,NCT01815281,NA,interventional,Unknown,IRCCS San Raffaele,IRCCS San Raffaele Pisana Rome Italy,2013-03-20,2013-07-01,2013-11-01,FALSE,TRUE,NCT,TRUE,NA,NA
a68aff3e,NCT01815736,1443,interventional,Ongoing,Gilead Sciences,Gilead Sciences,2013-03-19,2013-03-27,2015-03-16,TRUE,TRUE,NCT,TRUE,Gilead Sciences,Gilead Sciences
ccd2cf3d,NCT01815931,2800,observational,Completed,"University Hospital, Geneva",NA,2013-03-20,2013-06-01,2013-10-01,FALSE,FALSE,NCT,FALSE,Unispital Genf,NA
6113fd84,NCT01816087,86,interventional,Completed,University of Lausanne,"Department of ambulatory care and community medicine, University of Lausanne, Switzerland",2013-03-18,2013-05-01,2014-11-01,FALSE,TRUE,NCT,TRUE,Universität Lausanne,Universität Lausanne
943d9006,NCT01816490,20,interventional,Completed,University of Zurich,"University Hospital Zurich, Division of Infectious Diseases and",2013-03-19,2013-04-01,2014-04-01,FALSE,TRUE,NCT,TRUE,Universität Zürich,Unispital Zürich
3f57dfc2,NCT01817738,197,interventional,Terminated,CureVac AG,University Hospital of Tübingen; Dept. of Urology,2013-03-22,2012-08-01,2016-08-01,TRUE,FALSE,NCT,TRUE,NA,NA
120412a2,NCT01818596,252,interventional,Completed,Gilead Sciences,Gilead Sciences,2013-03-22,2013-04-19,2014-07-31,TRUE,TRUE,NCT,TRUE,Gilead Sciences,Gilead Sciences
7889f31c,NCT01818752,955,interventional,Completed,Amgen,Amgen,2013-03-21,2013-07-08,2016-07-15,TRUE,TRUE,NCT,TRUE,Amgen,Amgen
735f2414,NCT01820364,15,interventional,Terminated,Array BioPharma,303-381-6604,2013-03-27,2013-11-01,2015-03-01,TRUE,FALSE,NCT,TRUE,Array BioPharma,NA
45a6f7c5,NCT01821183,30,observational,Completed,"University Hospital, Basel, Switzerland","Head of degree program: Master of Functional Kinetic Science, University of Basel, Switzerland",2013-03-28,2013-04-01,2013-08-01,FALSE,FALSE,NCT,FALSE,Unispital Basel,Universität Basel
5dcd79d5,NCT01821586,189,interventional,Completed,"International Centre for Diarrhoeal Disease Research, Bangladesh",NA,2013-03-29,2006-04-01,2009-07-01,FALSE,TRUE,NCT,FALSE,NA,NA
f9a6bd48,NCT01821651,140,interventional,Unknown,University of Zurich,"University Hospital Zurich, Division of Cardiovascular Surgery",2013-03-29,2012-01-01,2014-01-01,FALSE,FALSE,NCT,FALSE,Universität Zürich,Unispital Zürich
2b713cb5,NCT01823822,62,interventional,Completed,"University Hospital, Geneva","Bone Diseases Service, Department of Internal Medicine Specialties, University Hospitals and Faculty of Medicine of Geneva",2013-04-02,2008-06-01,2009-03-01,FALSE,TRUE,NCT,FALSE,Unispital Genf,Unispital Genf
59e4745f,NCT01825304,60,interventional,Unknown,Nanjing Medical University,NA,2013-04-04,2011-10-01,2012-12-01,FALSE,FALSE,NCT,FALSE,NA,NA
